domicilio,servicios-con-los-que-cuenta,capacidad-de-familias,capacidad-de-personas,nombre-del-municipio,region,entidad,nombre-del-enlace-regional,uso-del-inmueble,nombre-de-la-localidad,coordenada-y,nombre-del-inmueble,coordenada-x
AVENIDA REVOLUCION SIN NUMERO,"AGUA, LUZ, TELEFONO, BAÑO",300.0,1000.0,ALPATLAHUAC,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON SOCIAL,ALPATLAHUAC,19.1177576312,SALON SOCIAL,-97.0958519608
COCALZINGO SIN NUMERO,SIN DATO,50.0,200.0,ALPATLAHUAC,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,COCALZINGO,19.0951177196,AGENCIA MUNICIPAL,-97.1104779506
MALACATEPEC SIN NUMERO,SIN DATO,50.0,200.0,ALPATLAHUAC,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,MALACATEPEC,19.084208496,SUB AGENCIA MUNICIPAL,-97.1545504778
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,BUENA VISTA,19.1545687078,CAPILLA,-97.0683666235
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",13.0,50.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,CRUZ VERDE,19.1377240622,IGLESIA SAN JOSE,-97.1088372663
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",13.0,50.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,CRUZ VERDE,19.1375523793,SALON PARROQUIAL,-97.1079823086
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",125.0,500.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,DOS CAMINOS,19.1190363881,IGLESIA SANTA CRUZ,-97.1777678336
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,EXCOLA,19.1394740011,CAPILLA,-97.1206429059
DOMICILIO CONOCIDO,SIN DATO,225.0,900.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,EXCOLA,19.1394652383,SALON SOCIAL,-97.1197860775
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",100.0,400.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,ITZAPA,19.1564597956,CAPILLA,-97.157302505
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",150.0,600.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,LA MESA,19.147929276,CAPILLA SANTA CECILIA,-97.1839639596
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",125.0,500.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,MAQUIXTLA,19.1365920693,SALON SOCIAL,-97.1415842997
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",50.0,200.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,MAQUILISHUATLA,19.1504645147,CAPILLAL,-97.1604542942
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",125.0,500.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,NUEVO JACAL,19.1113433251,CAPILLA,-97.2239486886
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",250.0,1000.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,NUEVA VAQUERIA,19.0934653849,SALON SOCIAL,-97.2112886151
DOMICILIO CONOCIDO,SIN DATO,100.0,400.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,RINCON DE ATOTONILCO,19.1511639225,CAPILLA SANTA CRUZ,-97.1981550081
DOMICILIO CONOCIDO,SIN DATO,75.0,300.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,SAN FRANCISCO,19.1551400273,CAPILLA SAN FRANCISCO,-97.1394911603
DOMICILIO CONOCIDO,SIN DATO,75.0,300.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,SAN JOSEXITECO,19.1579564405,CAPILLA SAN JOSE,-97.1122061603
DOMICILIO CONOCIDO,SIN DATO,75.0,300.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,SAN MIGUEL XITECO,19.1482056005,CAPILLA SAN MIGUEL,-97.1143738432
DOMICILIO CONOCIDO,SIN DATO,175.0,700.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,TECUANAPA,19.1173362457,CAPILLA,-97.1705890659
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,TEPETLAPA,19.1214720917,CAPILLA,-97.1935073457
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,EL TERRERO,19.1326045893,CAPILLA,-97.1020404754
DOMICILIO CONOCIDO,SIN DATO,175.0,700.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,TOTOZINAPA,19.1262549528,CAPILLA,-97.1665492508
DOMICILIO CONOCIDO,SIN DATO,225.0,900.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,TLACOTIOPA,19.1119458888,SALON SOCIAL,-97.2060621705
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,TLACOTIOPA,19.1123039384,CAPILLA,-97.205431051
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,XAMATICPAC,19.1351258427,CAPILLA,-97.0781900254
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",225.0,900.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,XAMATICPAC,19.1356054727,ESCUELA VICENTE GUERRERO,-97.0773275836
DOMICILIO CONOCIDO,SIN DATO,25.0,100.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,IGLESIA,XILOMICHI,19.1341334382,CAPILLA,-97.1400693794
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",225.0,900.0,CALCAHUALCO,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,XILOMICHI,19.1339618994,ESCUELA BENITO JUAREZ,-97.1392143938
AVENIDA INDEPENDECIA SIN NUMERO,SIN DATO,38.0,150.0,CAMARON DE TEJEDA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,CAMARON DE TEJEDA,19.024425109,AUDITORIO MUNICIPAL,-96.6127742579
CALLE FRANCISCO VILLA SIN NUMERO,SIN DATO,10.0,40.0,CAMARON DE TEJEDA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,LA MESTIZA,18.9913888889,SALON EJIDAL,-96.5716666667
DOMICILIO CONOCIDO,SIN DATO,10.0,40.0,CAMARON DE TEJEDA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SIN DATO,RINCON DE BARRABAS,19.0066666667,SALON SOCIAL BICENTENARIO,-96.5355555556
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,20.0,CAMARON DE TEJEDA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,LOMA PEDREGOZA,19.0172222222,ESCUELA PRIMARIA MIGUEL HIDALGO,-96.5136111111
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,20.0,CAMARON DE TEJEDA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,MATA DE AGUA,19.03,ESCUELA PRIMARIA VENUSTIANO CARRANZA,-96.5011111111
CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,80.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,ALVARO OBREGON,19.006767,ESCUELA PRIMARIA ALVARO OBREGON,-96.869311
CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,80.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,IXCATLA,19.075527,CASA DEL CAMPESINO,-96.918724
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,IXCAPANTLA,19.024883,ESCUELA PRIMARIA IGNACIO ZARAGOZA,-96.971175
CONOCIDO,"AGUA, LUZ, SANITARIOS",30.0,120.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,GUZMANTLA,19.014934,CASA DEL CAMPESINO,-96.923531
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,SAN JOSE,19.080832,ESCUELA PRIMARIA DANIEL MENDEZ,-97.00085
CONOCIDO,"AGUA, LUZ, SANITARIOS",15.0,60.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,MATLAQUIAHUITL,18.99705,ESCUELA PRIMARIA 5 DE MAYO,-96.904513
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,PLAN DE AYALA,18.96377,ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMINGUEZ,-96.880414
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,ZACAMITLA,19.051405,ESCUELA PRIMARIA LEONA VICARIO,-96.923391
CONOCIDO,"AGUA, LUZ, SANITARIOS",30.0,120.0,IXHUATLAN DEL CAFE,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,ESCUELA,OCOTITLAN,19.042893,CASA DEL CAMPESINO,-96.909741
CONOCIDO,"AGUA, LUZ, SANITARIOS",62.0,250.0,SOCHIAPA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TOMATLANCILLO,19.177823,SALON SOCIAL,-96.931626
CALLE URSULO GALVAN SIN NUMERO,"AGUA, LUZ, SANITARIOS",125.0,500.0,SOCHIAPA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,SOCHIAPA,19.193276,AUDITORIO MUNICIPAL,-96.940703
CONOCIDO,"AGUA, LUZ, SANITARIOS",125.0,500.0,SOCHIAPA,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,GUADALUPE VICTORIA,19.15684,SALON SOCIAL,-96.91087
CALLE 1 SIN NUMERO,"AGUA, LUZ, SANITARIOS",175.0,700.0,TOMATLAN,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TOMATLAN,0.0,SALON CAÑERO,0.0
AVENIDA 7 CALLE 1,"AGUA, LUZ, SANITARIOS",75.0,300.0,TOMATLAN,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TOMATLAN,0.0,DIF MUNICIPAL,0.0
AVENIDA 1,"AGUA, LUZ, SANITARIOS",50.0,200.0,TOMATLAN,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TOMATLAN,19.030883,SALON EJIDAL,-97.008597
AVENIDA 9 SIN NUMERO,"AGUA, LUZ, SANITARIOS",500.0,2000.0,TOMATLAN,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TOMATLAN,0.0,SALON SOCIAL,0.0
CONOCIDO,"AGUA, LUZ, SANITARIOS",225.0,900.0,TOMATLAN,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN MORENO AVELIZAPA,SALON,TECAMILLA,18.996931,SALON SOCIAL,-96.985607
CALLE ALBARO OBREGON,"AGUA, LUZ, SANITARIOS",45.0,180.0,CHINAMPA DE GOROSTIZA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,IGLESIA,CHINAMPA DE GOROSTIZA,21.3571571964,IGLESIA SAN PEDRO Y SAN PABLO,-97.739493312
CENTRAL SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CHINAMPA DE GOROSTIZA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,SALON,CHINAMPA DE GOROSTIZA,21.359217691,AUDITORIO MUNICIPAL,-97.7343312052
16 DE SEPTIEMBRE SIN NUMERO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CHINAMPA DE GOROSTIZA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,SALON,CHINAMPA DE GOROSTIZA,21.3589174282,AUDITORIA KM. 22,-97.7318316155
CALLE CANTRAL SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",25.0,100.0,CHINAMPA DE GOROSTIZA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,IGLESIA,CHINAMPA DE GOROSTIZA,21.3597828214,IGLESIA SAN ANTONIO DE PADUA,-97.7343004164
CARRETERA NARANJOS - CHONTLA,"AGUA, LUZ, SANITARIOS",45.0,180.0,CHINAMPA DE GOROSTIZA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,IGLESIA,CHINAMPA DE GOROSTIZA,21.362481405,IGLESIA BAUTISTA,-97.7325240624
"CALLE VICENTE GUERRERO, SALIDA A LA GARITA","AGUA, LUZ, SANITARIOS",8.0,30.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CHONTLA,21.2907028317,JARDIN DE NIÑOS MANUEL  TELLO,-97.9223935413
FRENTE AL CAMPO DEPORTIVO,"AGUA, LUZ, SANITARIOS",35.0,150.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CHONTLA,21.2989967769,ESCUELA SE TE AGROPECUARIA NUMERO  59,-97.9253274877
ENTRADA DEL CALLEJON A UN LADO DE LA CALLE MIGUEL NEGRETE,"AGUA, LUZ, SANITARIOS",38.0,150.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CHONTLA,21.2998836583,COLEGIO DE BACHILLERES PLANTEL 41,-97.9280005011
CALLE GALEANA,"AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,IGLESIA,CHONTLA,21.2936567922,IGLESIA SANTA CATARINA,-97.9249416482
"DOMICILIO CONOCIDO, CONGREGACION MATA DE OTATE","AGUA, LUZ, SANITARIOS",3.0,10.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MATA DE OTATE,21.3480555556,JARDIN DE NIÑOS IGNACIO LOPEZ RAYON,-97.9847222222
"DOMICILIO CONOCIDO, CONGREGACION MATA DE OTATE","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MATA DE OTATE,21.3485356481,ESCUELA PRIMARIA REVOLUCION,-97.9831509168
"DOMICILIO CONOCIDO, CONGREGACION MATA DE OTATE","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MATA DE OTATE,21.3491268803,TELESECUNDARIA VICENTE GUERRERO,-97.9860555521
"DOMICILIO CONOCIDO, CONGREGACION COMALES NARANJADO","AGUA, LUZ, SANITARIOS",3.0,10.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION COMALES NARANJADO,21.4641666667,JARDIN DE NIÑOS ALVARO OBREGON,-97.9977777778
"DOMICILIO CONOCIDO, CONGREGACION COMALES NARANJADO","AGUA, LUZ, SANITARIOS",13.0,50.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION COMALES NARANJADO,21.464495541,ESCUELA PRIMARIA HERMENEGILDO GALEANA,-97.9961373682
"DOMICILIO CONOCIDO, CONGREGACION MAGOZAL","AGUA, LUZ, SANITARIOS",3.0,10.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MAGOZAL,21.5680555556,JARDIN DE NIÑOS HIMNO NACIONAL DE MEXICO,-97.9808333333
"DOMICILIO CONOCIDO, CONGREGACION MAGOZAL","AGUA, LUZ, SANITARIOS",5.0,20.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MAGOZAL,21.5680894402,ESCUELA PRIMARIA VICENTE GUERRERO,-97.9803236901
"DOMICILIO CONOCIDO, CONGREGACION MAGOZAL","AGUA, LUZ, SANITARIOS",5.0,20.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION MAGOZAL,21.5685222462,TELESECUNDARIA DON BENITO JUAREZ,-97.9807422911
"DOMICILIO CONOCIDO, CONGREGACION RANCHO QUEMADO","AGUA, LUZ, SANITARIOS",3.0,10.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION RANCHO QUEMADO,21.3325,JARDIN DE NIÑOS JAIME TORRES BODET,-97.9102777778
"DOMICILIO CONOCIDO, CONGREGACION RANCHO QUEMADO","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION RANCHO QUEMADO,21.332574226,ESCUELA PRIMARIA CUITLAHUAC,-97.9100927216
"DOMICILIO CONOCIDO, CONGREGACION RANCHO QUEMADO","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION RANCHO QUEMADO,21.3326473202,TELESECUNDARIA,-97.9103064801
"DOMICILIO CONOCIDO, CONGREGACION SAN FRANCISCO","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION SAN FRANCISCO,21.2872222222,ESCUELA PRIMARIA IGNACIO DE LA LLAVE,-97.9536111111
"DOMICILIO CONOCIDO, CONGREGACION SAN FRANCISCO","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION SAN FRANCISCO,21.2876837196,TELESECUNDARIA 20 DE NOVIEMBRE,-97.9528614114
"DOMICILIO CONOCIDO, CONGREGACION SAN FRANCISCO","AGUA, LUZ, SANITARIOS",25.0,100.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CONGREGACION SAN FRANCISCO,21.288049384,TELEBACHILLERATO,-97.9540065152
"DOMICILIO CONOCIDO, CONGREGACION SAN JUAN OTONTEPEC","AGUA, LUZ, SANITARIOS",19.0,75.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,SAN JUAN OTONTEPEC,21.2136111111,TELESECUNDARIA SOR JUANA INES DE LA CRUZ,-97.9211111111
"DOMICILIO CONOCIDO, CONGREGACION SAN JUAN OTONTEPEC","AGUA, LUZ, SANITARIOS",11.0,45.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,SAN JUAN OTONTEPEC,21.2141214736,TELEBACHILLERATO SAN JUAN OTONTEPEC,-97.9205736346
"DOMICILIO CONOCIDO, COMUNIDAD XOCHITLAN","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,XOCHITLAN,21.2077777778,ESCUELA PRIMARIA IGNACIO ZARAGOZA,-97.9569444444
"DOMICILIO CONOCIDO, COMUNIDAD XOCHITLAN","AGUA, LUZ, SANITARIOS",20.0,75.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,XOCHITLAN,21.2078216311,TELESECUNDARIA MIGUEL HIDALGO Y COSTILLA,-97.9564844045
"DOMICILIO CONOCIDO, COMUNIDAD XOCHITLAN","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,XOCHITLAN,21.2081483271,TELEBACHILLERATO,-97.957132118
"DOMICILIO CONOCIDO, COMUNIDAD TEZITLAL","AGUA, LUZ, SANITARIOS",10.0,40.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,TEZITLAL,21.1986111111,ESCUELA PRIMARIA BENITO JUAREZ,-97.9522222222
"DOMICILIO CONOCIDO, COMUNIDAD TAMALCUATITLA","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,TAMALCUATITLA,21.2238888889,ESCUELA PRIMARIA BENITO FENTANES,-97.9277777778
"DOMICILIO CONOCIDO, COMUNIDAD CANOAS","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CANOAS,21.4086111111,ESCUELA PRIMARIA BENEMERITO DE LAS AMERICAS,-97.9875
"DOMICILIO CONOCIDO, COMUNIDAD CANOAS","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CANOAS,21.4086578881,TELESECUNDARIA,-97.9873262523
"DOMICILIO CONOCIDO, COMUNIDAD CANOAS","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CANOAS,21.4087454155,TELEBACHILLERATO CANOAS,-97.9875706929
"DOMICILIO CONOCIDO, COMUNIDAD EJIDO CANOAS","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,EJIDO CANOAS,21.4089006395,ESCUELA PRIMARIA EMILIANO ZAPATA,-97.9873488288
"DOMICILIO CONOCIDO, COMUNIDAD CALLEJONES","AGUA, LUZ, SANITARIOS",15.0,60.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CALLEJONES,21.3358333333,ESCUELA PRIMARIA EMILIANO ZAPATA,-98.0075
"DOMICILIO CONOCIDO, COMUNIDAD CALLEJONES","AGUA, LUZ, SANITARIOS",10.0,40.0,CHONTLA,SIERRA DE OTONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN ROSAS BARRIOS,ESCUELA,CALLEJONES,21.335979246,TELESECUNDARIA LAZARO CARDENAS DEL RIO,-98.0071479952
